feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,label
0.3203889727592468,0.5691235661506653,-3.5067751480433174e-10,0.33131837844848633,0.549037754535675,0.011753682047128677,0.3333486318588257,0.5300692915916443,0.017260393127799034,0.3305511176586151,0.5174260139465332,0.020895464345812798,0.32513105869293213,0.5136013627052307,0.02505042590200901,0.33177921175956726,0.5145971775054932,0.008833618834614754,0.32658621668815613,0.4985015094280243,0.015441122464835644,0.32205167412757874,0.5008882880210876,0.022392557933926582,0.3226560950279236,0.5075774192810059,0.026721565052866936,0.32263657450675964,0.517299473285675,0.0034706606529653072,0.3136865496635437,0.5037871599197388,0.00953616015613079,0.31094664335250854,0.5090717673301697,0.015070796944200993,0.3137667775154114,0.5167217254638672,0.01863664947450161,0.31316936016082764,0.5229736566543579,-0.00041760114254429936,0.3043759763240814,0.5133724212646484,0.0056267692707479,0.3035653829574585,0.518850564956665,0.010260151699185371,0.3070509433746338,0.5243638157844543,0.01259379368275404,0.3049532175064087,0.5302826166152954,-0.0035286820493638515,0.2972509562969208,0.5232978463172913,0.0016651060432195663,0.298042893409729,0.5280114412307739,0.00570709491148591,0.3020154535770416,0.5338878631591797,0.008396344259381294,1
0.6157181262969971,0.1967541128396988,1.5125775076896275e-09,0.6230015158653259,0.17173628509044647,0.012640604749321938,0.6248098611831665,0.15122586488723755,0.01646796055138111,0.6242515444755554,0.13888134062290192,0.01788604073226452,0.6193110346794128,0.13430683314800262,0.019541403278708458,0.6077766418457031,0.13722583651542664,0.00484045222401619,0.6078590154647827,0.11685647815465927,0.008267899043858051,0.6097742915153503,0.12479594349861145,0.01297679916024208,0.6094039678573608,0.1350904256105423,0.0158144012093544,0.6049915552139282,0.13986022770404816,-0.0023332710843533278,0.6038238406181335,0.12144144624471664,0.00018028839258477092,0.6062776446342468,0.12802104651927948,0.0035444642417132854,0.606792688369751,0.13898880779743195,0.005389122292399406,0.6039054989814758,0.1445532590150833,-0.007689748425036669,0.602637529373169,0.12817265093326569,-0.004090209491550922,0.6047230362892151,0.1342707723379135,0.00021319052029866725,0.6057143211364746,0.14351089298725128,0.00207876181229949,0.6044532060623169,0.15048259496688843,-0.012306914664804935,0.6016083359718323,0.13657942414283752,-0.00867863092571497,0.6027696132659912,0.14010924100875854,-0.004712986759841442,0.6040781736373901,0.14802637696266174,-0.002416896400973201,1
0.7120058536529541,0.6642423272132874,3.4792120295890072e-09,0.7087166905403137,0.6851449012756348,-0.0032525297719985247,0.7040584087371826,0.7073102593421936,-0.011345845647156239,0.6967179179191589,0.719215989112854,-0.020189905539155006,0.6905975341796875,0.7250022292137146,-0.02989903651177883,0.7006503939628601,0.724937379360199,-0.019534502178430557,0.6965046525001526,0.7487000823020935,-0.029975712299346924,0.6946698427200317,0.7653419375419617,-0.03887610137462616,0.6930574178695679,0.7785723805427551,-0.04540512338280678,0.6965506672859192,0.7169481515884399,-0.024064330384135246,0.6861075758934021,0.7238202095031738,-0.033667080104351044,0.6853228807449341,0.718187153339386,-0.0366528145968914,0.6850430369377136,0.7134615778923035,-0.03910984471440315,0.6918532848358154,0.7049239873886108,-0.027932625263929367,0.6810987591743469,0.7105126976966858,-0.03357361629605293,0.6813313961029053,0.7056203484535217,-0.03105349838733673,0.6820103526115417,0.7009133696556091,-0.030518267303705215,0.6870613694190979,0.691596508026123,-0.032839417457580566,0.6758405566215515,0.6973025798797607,-0.03548569977283478,0.675500750541687,0.6946186423301697,-0.032992683351039886,0.6762577295303345,0.690555214881897,-0.03211759403347969,1
0.6600150465965271,0.16101182997226715,1.178450226291261e-09,0.6756850481033325,0.1522771716117859,0.004441704601049423,0.6859286427497864,0.1385437548160553,0.006351673975586891,0.6948418021202087,0.1306343674659729,0.0076824151910841465,0.7019754648208618,0.12973414361476898,0.009049858897924423,0.6703073382377625,0.10814116895198822,0.00035551440669223666,0.6681294441223145,0.08925528824329376,0.004209035541862249,0.670028567314148,0.08649138361215591,0.008117358200252056,0.6714536547660828,0.08891139924526215,0.010586956515908241,0.6578407287597656,0.10724574327468872,-0.001101241447031498,0.6562396883964539,0.08795011788606644,0.003215179545804858,0.658785879611969,0.08609701693058014,0.006866250187158585,0.6605081558227539,0.0892672911286354,0.008943146094679832,0.6472419500350952,0.10986422747373581,-0.0016499327030032873,0.6469835042953491,0.0933578833937645,0.0029006549157202244,0.6492646932601929,0.09357048571109772,0.005692431703209877,0.6507295370101929,0.09716834872961044,0.007002629805356264,0.6380099058151245,0.11479061096906662,-0.0021186387166380882,0.6364969611167908,0.10134140402078629,0.0006970951217226684,0.6381061673164368,0.09889408200979233,0.0022970614954829216,0.6399114727973938,0.10084418207406998,0.0033812951296567917,1
0.33460235595703125,0.5827315449714661,3.103118595415566e-10,0.343160480260849,0.5628626346588135,0.012224552221596241,0.3450270891189575,0.539896547794342,0.019898833706974983,0.34471291303634644,0.5247278809547424,0.025764040648937225,0.34261733293533325,0.5160278081893921,0.03169955685734749,0.3437168598175049,0.5246195197105408,0.013957652263343334,0.3391342759132385,0.5050417184829712,0.021114444360136986,0.3359808623790741,0.5002296566963196,0.026887524873018265,0.3360855281352997,0.5004262924194336,0.03067309409379959,0.3363860249519348,0.5267916321754456,0.010214247740805149,0.3296622037887573,0.5086879730224609,0.01714092493057251,0.32744187116622925,0.5045946836471558,0.021160127595067024,0.3287639915943146,0.5052211284637451,0.023676583543419838,0.32878831028938293,0.5314555168151855,0.00764775974676013,0.32315465807914734,0.5152509808540344,0.014111516997218132,0.32200294733047485,0.5134286880493164,0.01765923947095871,0.32388776540756226,0.5150829553604126,0.019517837092280388,0.3217216432094574,0.5374687314033508,0.005830235313624144,0.3158108592033386,0.5250818729400635,0.010497043840587139,0.3153173625469208,0.5210837721824646,0.013252259232103825,0.3180161714553833,0.5211052894592285,0.015180973336100578,1
0.6415151953697205,0.17351700365543365,7.922889566636115e-10,0.6401064991950989,0.15009111166000366,0.004040139727294445,0.6407530903816223,0.12906555831432343,0.011609399691224098,0.6431664228439331,0.11409750580787659,0.018880849704146385,0.6475799083709717,0.10251176357269287,0.027086369693279266,0.6374892592430115,0.11003173887729645,0.021059412509202957,0.6403175592422485,0.08962284028530121,0.03249991312623024,0.6480960845947266,0.08380237221717834,0.03983991965651512,0.6549829840660095,0.08484195172786713,0.045071784406900406,0.644316554069519,0.11257977038621902,0.024386605247855186,0.6492438316345215,0.09297595918178558,0.03671955317258835,0.6569228172302246,0.08862580358982086,0.041584908962249756,0.6621201634407043,0.09091618657112122,0.04538372904062271,0.6508084535598755,0.11778805404901505,0.027530144900083542,0.6579560041427612,0.10061134397983551,0.03850484639406204,0.6633700132369995,0.09825412184000015,0.04200684651732445,0.6661738753318787,0.10242508351802826,0.044363945722579956,0.6567984819412231,0.12477929890155792,0.030487995594739914,0.660885751247406,0.11143267899751663,0.03905675932765007,0.6644425392150879,0.10771073400974274,0.04257018491625786,0.6668363809585571,0.11006153374910355,0.04553641006350517,1
0.7069016098976135,0.7090758085250854,2.687909672616229e-09,0.6921347975730896,0.7330952882766724,0.014703121967613697,0.6857150793075562,0.7573814392089844,0.01590152643620968,0.6805340051651001,0.7735335826873779,0.013879519887268543,0.6758562922477722,0.7853357791900635,0.011340552940964699,0.7026811242103577,0.7762855291366577,0.0007064298260957003,0.6856299638748169,0.7906637787818909,0.00016411495744250715,0.6798352599143982,0.7927349209785461,0.00010153006587643176,0.6794956922531128,0.795757532119751,-0.0011343765072524548,0.7063855528831482,0.7718415260314941,-0.00961795449256897,0.6868665814399719,0.7818681001663208,-0.011032328009605408,0.6843791007995605,0.7732002139091492,-0.008935178630053997,0.6870238184928894,0.7669887542724609,-0.008294029161334038,0.7084736227989197,0.7638601064682007,-0.01759309135377407,0.6888303756713867,0.7716028094291687,-0.01593196950852871,0.6871403455734253,0.7618590593338013,-0.01001722365617752,0.6904151439666748,0.7552483081817627,-0.007726926822215319,0.7088972926139832,0.7531484961509705,-0.024780739098787308,0.6915252208709717,0.758111298084259,-0.021822437644004822,0.6902625560760498,0.7498563528060913,-0.01646522618830204,0.6937681436538696,0.7433826923370361,-0.013637472875416279,1
0.6466412544250488,0.17149187624454498,1.645106384451367e-09,0.6600831151008606,0.14832405745983124,0.00026356009766459465,0.6669715046882629,0.12415977567434311,0.00514101330190897,0.672549307346344,0.10798120498657227,0.009680762887001038,0.6753767728805542,0.10156693309545517,0.014566401019692421,0.6512080430984497,0.110749751329422,0.015248915180563927,0.6507778167724609,0.08894047141075134,0.022932102903723717,0.6515053510665894,0.07803653925657272,0.026697782799601555,0.6533466577529907,0.07220406830310822,0.028920965269207954,0.6422426104545593,0.11394314467906952,0.017442498356103897,0.6411848664283752,0.09276910126209259,0.027414212003350258,0.641558825969696,0.08091346174478531,0.02931729331612587,0.6431246995925903,0.0747416764497757,0.029714001342654228,0.6355910301208496,0.1198003739118576,0.018919575959444046,0.6347140669822693,0.10148143023252487,0.027909215539693832,0.6350632309913635,0.09148293733596802,0.028389297425746918,0.636440098285675,0.08548222482204437,0.027444832026958466,0.6310859322547913,0.12762312591075897,0.01954828016459942,0.6294517517089844,0.11324311792850494,0.025981271639466286,0.6312870979309082,0.10516643524169922,0.027174092829227448,0.6344690322875977,0.10095642507076263,0.027528218924999237,1
0.6289799213409424,0.18179069459438324,-3.294869099779163e-10,0.6177331805229187,0.16030623018741608,0.0072288368828594685,0.6137361526489258,0.1356060951948166,0.011048753745853901,0.6129940748214722,0.11587327718734741,0.014060478657484055,0.6153402924537659,0.10186038911342621,0.01701839081943035,0.61973637342453,0.12706328928470612,0.005419465713202953,0.6201872825622559,0.10611848533153534,0.009893692098557949,0.6184859275817871,0.0943993330001831,0.013312935829162598,0.6186209917068481,0.08720645308494568,0.015289908275008202,0.6285158395767212,0.1284020096063614,0.003492726245895028,0.6306036710739136,0.10737180709838867,0.007093823980540037,0.630335807800293,0.09533914923667908,0.00890915933996439,0.6308249235153198,0.08855235576629639,0.01001545786857605,0.6386905312538147,0.13175155222415924,0.002859388943761587,0.6430992484092712,0.11234032362699509,0.006984752137213945,0.642833411693573,0.1003880649805069,0.00845976360142231,0.6421757936477661,0.09315592050552368,0.008846870623528957,0.6490653157234192,0.1369921863079071,0.0027807876467704773,0.6553480625152588,0.1212034523487091,0.0055802068673074245,0.6560068130493164,0.11181987822055817,0.006980109494179487,0.6563305258750916,0.10478893667459488,0.00787278451025486,1
0.6480957269668579,0.20477496087551117,2.691528111498087e-09,0.6565476059913635,0.18476971983909607,0.019125070422887802,0.6565247774124146,0.16269010305404663,0.029102010652422905,0.6513457298278809,0.14681871235370636,0.03666771948337555,0.6443658471107483,0.1373019814491272,0.04449286311864853,0.6608626246452332,0.1446118801832199,0.014339407905936241,0.6627615690231323,0.1192641407251358,0.022946089506149292,0.6554853916168213,0.11043106764554977,0.031743474304676056,0.6501262187957764,0.1079387292265892,0.03755420446395874,0.6521586775779724,0.14340613782405853,0.007546266075223684,0.6523379683494568,0.11485828459262848,0.014839517883956432,0.6452576518058777,0.10265833139419556,0.02250652201473713,0.6409153342247009,0.09733256697654724,0.02774893119931221,0.6425117254257202,0.14599114656448364,0.002955034375190735,0.6386892795562744,0.12204321473836899,0.010504175908863544,0.6321096420288086,0.11601473391056061,0.018749993294477463,0.6281428933143616,0.1150556206703186,0.024140791967511177,0.632788360118866,0.15143175423145294,-0.0004323259345255792,0.6262710094451904,0.13278180360794067,0.005549886729568243,0.6219725608825684,0.12906041741371155,0.011545653454959393,0.6203526258468628,0.13021990656852722,0.01623322255909443,1
